domain_length,domain_num_of_unique_char,domain_num_of_unique_letters,domain_num_of_unique_numbers,ratio_of_letters_of_domain_name,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters,entropy,vowel_consonant_ratio,dict_ratio,domain_class
11,7,7,0,1.0,0.0,1.0,0.0,2.550340709546388,0.57142848979593,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,0.7499998125000469,0.0,legit
10,7,7,0,1.0,0.0,1.0,0.0,2.721928094887362,0.99999980000004,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
10,6,6,0,1.0,0.0,1.0,0.0,2.4464393446710155,0.4285713673469475,0.0,legit
9,8,8,0,1.0,0.0,1.0,0.0,2.94770277922009,0.285714244897965,0.0,legit
12,8,8,0,1.0,0.0,1.0,0.0,2.918295834054489,0.19999998000000202,0.0,legit
13,9,9,0,1.0,0.0,1.0,0.0,3.0850551027564768,0.44444439506173394,0.14285714285714285,legit
13,9,9,0,1.0,0.0,1.0,0.0,3.0850551027564768,0.44444439506173394,0.14285714285714285,legit
11,7,7,0,1.0,0.0,1.0,0.0,2.7321588913645702,0.3749999531250059,0.14285714285714285,legit
10,9,9,0,1.0,0.0,1.0,0.0,3.1219280948873624,0.6666665555555741,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.2359263506290326,0.7499998125000469,0.0,legit
13,9,9,0,1.0,0.0,1.0,0.0,3.0850551027564768,0.6249999218750099,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.33333327777778704,0.0,legit
16,12,12,0,1.0,0.0,1.0,0.0,3.452819531114783,0.599999940000006,0.0,legit
16,12,12,0,1.0,0.0,1.0,0.0,3.452819531114783,0.599999940000006,0.0,legit
10,9,9,0,1.0,0.0,1.0,0.0,3.1219280948873624,0.6666665555555741,0.0,legit
10,8,8,0,1.0,0.0,1.0,0.0,2.9219280948873623,0.4285713673469475,0.0,legit
10,8,8,0,1.0,0.0,1.0,0.0,2.9219280948873623,0.4285713673469475,0.0,legit
13,8,8,0,1.0,0.0,1.0,0.0,2.8150724101159437,0.6249999218750099,0.0,legit
11,10,10,0,1.0,0.0,1.0,0.0,3.2776134368191157,0.3749999531250059,0.0,legit
11,10,10,0,1.0,0.0,1.0,0.0,3.2776134368191157,0.3749999531250059,0.0,legit
11,10,10,0,1.0,0.0,1.0,0.0,3.2776134368191157,0.3749999531250059,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
15,11,11,0,1.0,0.0,1.0,0.0,3.323231428797621,0.499999950000005,0.0,legit
15,10,10,0,1.0,0.0,1.0,0.0,3.1898980954642875,0.6666665925926009,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.5555554938271674,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.5555554938271674,0.0,legit
13,8,8,0,1.0,0.0,1.0,0.0,2.873140679513133,0.44444439506173394,0.0,legit
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.4999999375000079,0.14285714285714285,legit
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.4999999375000079,0.14285714285714285,legit
18,13,13,0,1.0,0.0,1.0,0.0,3.5724312513221195,0.4999999583333368,0.14285714285714285,legit
10,10,10,0,1.0,0.0,1.0,0.0,3.3219280948873626,0.99999980000004,0.0,legit
10,10,10,0,1.0,0.0,1.0,0.0,3.3219280948873626,0.99999980000004,0.0,legit
9,8,8,0,1.0,0.0,1.0,0.0,2.94770277922009,0.799999840000032,0.0,legit
23,15,15,0,1.0,0.0,1.0,0.0,3.762267390651494,0.21052630470914185,0.0,dga
17,11,11,0,1.0,0.0,1.0,0.0,3.29277019393699,1.1249998593750177,0.0,legit
24,17,17,0,1.0,0.0,1.0,0.0,4.001629167387823,0.26315788088642733,0.0,dga
10,9,9,0,1.0,0.0,1.0,0.0,3.1219280948873624,0.6666665555555741,0.14285714285714285,legit
12,8,8,0,1.0,0.0,1.0,0.0,2.8553885422075336,0.7142856122449125,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.9999997500000625,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
7,7,7,0,1.0,0.0,1.0,0.0,2.8073549220576037,0.7499998125000469,0.0,legit
7,7,7,0,1.0,0.0,1.0,0.0,2.8073549220576037,0.7499998125000469,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,0.399999920000016,0.0,legit
11,9,9,0,1.0,0.0,1.0,0.0,3.095795255000934,0.57142848979593,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.39999996000000404,0.0,dga
8,8,8,0,1.0,0.0,1.0,0.0,3.0,0.33333327777778704,0.0,legit
12,10,10,0,1.0,0.0,1.0,0.0,3.188721875540867,0.33333329629630043,0.0,dga
17,11,11,0,1.0,0.0,1.0,0.0,3.3371753411230767,0.699999930000007,0.0,legit
17,11,11,0,1.0,0.0,1.0,0.0,3.3371753411230767,0.699999930000007,0.0,legit
30,19,19,0,1.0,0.0,1.0,0.0,4.0980685120588385,0.3043478128544429,0.0,dga
26,20,20,0,1.0,0.0,1.0,0.0,4.209867121904035,0.29999998500000075,0.0,dga
13,12,12,0,1.0,0.0,1.0,0.0,3.546593564294939,0.6249999218750099,0.0,legit
24,18,18,0,1.0,0.0,1.0,0.0,4.084962500721156,0.1999999900000005,0.0,dga
26,17,13,4,0.7307692307692307,0.2692307692307692,0.7647058823529411,0.23529411764705882,3.931208948910323,0.4615384260355057,0.0,dga
27,20,20,0,1.0,0.0,1.0,0.0,4.208410187268525,0.49999997222222375,0.0,dga
10,8,8,0,1.0,0.0,1.0,0.0,2.8464393446710154,0.6666665555555741,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,1.333332888889037,0.0,legit
15,12,12,0,1.0,0.0,1.0,0.0,3.506890595608519,0.3636363305785154,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.180832987205441,0.6249999218750099,0.0,legit
9,8,8,0,1.0,0.0,1.0,0.0,2.94770277922009,0.49999991666668053,0.0,legit
23,17,17,0,1.0,0.0,1.0,0.0,3.9690016298759927,0.27777776234567986,0.0,dga
9,7,7,0,1.0,0.0,1.0,0.0,2.725480556997868,0.799999840000032,0.0,legit
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.857142734693895,0.0,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.0220552088742005,0.4999999375000079,0.0,dga
26,18,18,0,1.0,0.0,1.0,0.0,3.979097891134805,0.29999998500000075,0.0,dga
15,12,12,0,1.0,0.0,1.0,0.0,3.506890595608519,0.07142856632653098,0.0,dga
28,18,18,0,1.0,0.0,1.0,0.0,3.994680368408909,0.399999980000001,0.0,dga
22,14,14,0,1.0,0.0,1.0,0.0,3.6635327548042547,0.09999999500000024,0.0,dga
25,16,16,0,1.0,0.0,1.0,0.0,3.8332696895151086,0.2499999875000006,0.0,dga
28,20,20,0,1.0,0.0,1.0,0.0,4.2359263506290326,0.21739129489603065,0.0,dga
13,8,8,0,1.0,0.0,1.0,0.0,2.873140679513133,0.44444439506173394,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.6666665925926009,0.0,dga
15,12,12,0,1.0,0.0,1.0,0.0,3.506890595608519,0.2499999791666684,0.0,dga
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.7499998125000469,0.0,legit
24,17,17,0,1.0,0.0,1.0,0.0,3.8868421881310113,0.04347825897920613,0.0,dga
27,17,17,0,1.0,0.0,1.0,0.0,3.9582291686698783,0.12499999479166687,0.0,dga
12,9,9,0,0.9166666666666666,0.0,1.0,0.0,3.2516291673878226,0.3749999531250059,0.0,legit
8,6,6,0,0.875,0.0,1.0,0.0,2.75,0.7499998125000469,0.0,legit
8,6,6,0,0.875,0.0,1.0,0.0,2.75,0.7499998125000469,0.0,legit
26,21,15,6,0.7307692307692307,0.2692307692307692,0.7142857142857143,0.2857142857142857,4.315824333525708,0.11764705190311459,0.0,dga
15,12,12,0,1.0,0.0,1.0,0.0,3.506890595608519,0.2499999791666684,0.0,dga
7,7,7,0,1.0,0.0,1.0,0.0,2.8073549220576037,0.7499998125000469,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.7499998125000469,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.7499998125000469,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.7499998125000469,0.0,legit
12,9,9,0,1.0,0.0,1.0,0.0,3.0220552088742005,0.09090908264462885,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.07692307100591762,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3787834934861753,0.07692307100591762,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.07142856632653098,0.0,dga
13,9,9,0,1.0,0.0,1.0,0.0,2.9689185639620974,0.08333332638888948,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.3636363305785154,0.0,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.19999998000000202,0.0,dga
14,13,13,0,1.0,0.0,1.0,0.0,3.6644977792004614,0.39999996000000404,0.14285714285714285,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.19999998000000202,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.44444439506173394,0.0,dga
27,14,14,0,1.0,0.0,1.0,0.0,3.485825927849009,0.07999999680000013,0.0,dga
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.599999880000024,0.0,legit
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.499999950000005,0.0,dga
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.19999998000000202,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,2.950212064914747,0.16666665277777895,0.0,dga
10,7,7,0,1.0,0.0,1.0,0.0,2.721928094887362,0.4285713673469475,0.0,legit
14,12,12,0,1.0,0.0,1.0,0.0,3.521640636343318,0.16666665277777895,0.0,dga
15,12,12,0,1.0,0.0,1.0,0.0,3.506890595608519,0.2499999791666684,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.1818181652892577,0.0,dga
14,12,12,0,1.0,0.0,1.0,0.0,3.521640636343318,0.2727272479338866,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.33333329629630043,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.299999970000003,0.0,dga
24,20,15,5,0.7916666666666666,0.20833333333333334,0.75,0.25,4.220175521464345,0.2666666488888901,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,3.139572261986723,0.15384614201183525,0.0,dga
12,8,8,0,1.0,0.0,1.0,0.0,2.8553885422075336,0.19999998000000202,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.1818181652892577,0.0,dga
15,12,12,0,1.0,0.0,1.0,0.0,3.456564762130954,0.0,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.3636363305785154,0.0,dga
13,7,7,0,1.0,0.0,1.0,0.0,2.6612262562697895,0.1818181652892577,0.0,dga
27,18,18,0,1.0,0.0,1.0,0.0,4.0043444463675275,0.07999999680000013,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.2727272479338866,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.299999970000003,0.0,dga
23,17,14,3,0.8695652173913043,0.13043478260869565,0.8235294117647058,0.17647058823529413,4.001822825622231,0.24999998437500096,0.0,dga
15,14,14,0,1.0,0.0,1.0,0.0,3.773557262275186,0.0,0.0,dga
13,9,9,0,1.0,0.0,1.0,0.0,3.0850551027564768,0.44444439506173394,0.0,dga
9,7,7,0,1.0,0.0,1.0,0.0,2.725480556997868,0.49999991666668053,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
25,20,13,7,0.56,0.44,0.65,0.35,4.213660689688186,0.16666665277777895,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.39999996000000404,0.0,dga
8,8,8,0,1.0,0.0,1.0,0.0,3.0,0.599999880000024,0.0,legit
8,8,8,0,1.0,0.0,1.0,0.0,3.0,0.33333327777778704,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.0930692077718898,0.16666665277777895,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.19999998000000202,0.0,dga
14,12,12,0,1.0,0.0,1.0,0.0,3.4677201004744993,0.16666665277777895,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.2499999791666684,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.0,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.1820058147602133,0.5555554938271674,0.0,legit
9,6,6,0,1.0,0.0,1.0,0.0,2.4193819456463714,0.49999991666668053,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.4056390622295662,0.599999880000024,0.0,legit
11,8,8,0,1.0,0.0,1.0,0.0,2.8453509366224368,0.3749999531250059,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.5555554938271674,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.5555554938271674,0.0,legit
10,6,6,0,1.0,0.0,1.0,0.0,2.5219280948873624,0.4285713673469475,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.33333327777778704,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,0.16666663888889352,0.14285714285714285,legit
9,7,7,0,1.0,0.0,1.0,0.0,2.6416041678685938,0.12499998437500197,0.0,legit
9,6,6,0,1.0,0.0,1.0,0.0,2.5032583347756456,0.285714244897965,0.0,legit
13,12,12,0,1.0,0.0,1.0,0.0,3.546593564294939,0.08333332638888948,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.323231428797621,0.3636363305785154,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,2.9995812306460645,0.07142856632653098,0.0,dga
10,8,8,0,1.0,0.0,1.0,0.0,2.9219280948873623,0.24999996875000394,0.0,legit
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.33333329629630043,0.0,dga
8,8,8,0,1.0,0.0,1.0,0.0,3.0,0.1428571224489825,0.0,legit
15,10,10,0,1.0,0.0,1.0,0.0,3.1898980954642875,0.2499999791666684,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3787834934861753,0.2727272479338866,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.09090908264462885,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.1820058147602133,0.2727272479338866,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.240223928941852,0.2499999791666684,0.0,dga
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.33333329629630043,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,3.240223928941852,0.0,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.299999970000003,0.0,dga
26,17,11,6,0.5384615384615384,0.46153846153846156,0.6470588235294118,0.35294117647058826,3.95006375643621,0.2727272479338866,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.0,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3787834934861753,0.2727272479338866,0.0,dga
13,9,9,0,1.0,0.0,1.0,0.0,2.9689185639620974,0.299999970000003,0.0,dga
27,17,17,0,1.0,0.0,1.0,0.0,3.9582291686698783,0.2272727169421492,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.44444439506173394,0.0,dga
26,17,12,5,0.6923076923076923,0.3076923076923077,0.7058823529411765,0.29411764705882354,3.979097891134805,0.12499999218750048,0.14285714285714285,dga
25,19,14,5,0.76,0.24,0.7368421052631579,0.2631578947368421,4.083856189774725,0.11764705190311459,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.39999996000000404,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.16666665277777895,0.0,dga
8,6,6,0,1.0,0.0,1.0,0.0,2.5,0.9999997500000625,0.0,legit
9,5,5,0,1.0,0.0,1.0,0.0,2.0588138903312014,0.12499998437500197,0.0,legit
15,11,11,0,1.0,0.0,1.0,0.0,3.323231428797621,0.6666665925926009,0.0,dga
25,17,12,5,0.72,0.28,0.7058823529411765,0.29411764705882354,3.943465189601647,0.19999998666666757,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.180832987205441,0.44444439506173394,0.0,dga
8,5,5,0,1.0,0.0,1.0,0.0,2.1556390622295662,0.1428571224489825,0.0,legit
7,4,4,0,1.0,0.0,1.0,0.0,1.6644977792004612,0.16666663888889352,0.0,legit
14,9,9,0,1.0,0.0,1.0,0.0,2.699513850319966,0.0,0.0,dga
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.16666663888889352,0.14285714285714285,legit
12,7,7,0,0.9166666666666666,0.0,1.0,0.0,2.7516291673878226,0.22222219753086697,0.0,legit
12,9,9,0,1.0,0.0,1.0,0.0,3.0220552088742005,0.09090908264462885,0.0,dga
11,10,10,0,1.0,0.0,1.0,0.0,3.2776134368191157,0.3749999531250059,0.14285714285714285,legit
13,7,7,0,1.0,0.0,1.0,0.0,2.6612262562697895,0.08333332638888948,0.0,dga
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.09090908264462885,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,3.240223928941852,0.07142856632653098,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.1820058147602133,0.5555554938271674,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.4999999375000079,0.0,dga
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.09090908264462885,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.1818181652892577,0.0,dga
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.399999920000016,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.2359263506290326,0.16666663888889352,0.0,legit
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.1818181652892577,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3787834934861753,0.39999996000000404,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.2499999791666684,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.334679141051595,0.299999970000003,0.0,dga
13,8,8,0,0.8461538461538461,0.0,1.0,0.0,3.0269868333592873,0.57142848979593,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.399999920000016,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,0.399999920000016,0.0,legit
15,12,12,0,1.0,0.0,1.0,0.0,3.456564762130954,0.499999950000005,0.0,dga
13,9,9,0,1.0,0.0,1.0,0.0,3.0850551027564768,0.44444439506173394,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.0,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.1820058147602133,0.7499999062500118,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.2727272479338866,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.07142856632653098,0.0,dga
15,9,9,0,1.0,0.0,1.0,0.0,2.739572261986723,0.15384614201183525,0.0,dga
12,8,8,0,1.0,0.0,1.0,0.0,2.8553885422075336,0.7142856122449125,0.0,dga
12,7,7,0,1.0,0.0,1.0,0.0,2.584962500721156,0.0,0.0,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.0220552088742005,0.19999998000000202,0.0,legit
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.299999970000003,0.0,dga
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.33333327777778704,0.0,legit
12,9,9,0,1.0,0.0,1.0,0.0,3.0220552088742005,0.0,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.2727272479338866,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.334679141051595,0.1818181652892577,0.0,dga
14,12,12,0,1.0,0.0,1.0,0.0,3.521640636343318,0.39999996000000404,0.0,dga
10,7,7,0,1.0,0.0,1.0,0.0,2.6464393446710157,0.6666665555555741,0.0,legit
8,6,6,0,1.0,0.0,1.0,0.0,2.4056390622295662,0.1428571224489825,0.0,legit
10,9,9,0,1.0,0.0,1.0,0.0,3.1219280948873624,0.24999996875000394,0.0,legit
14,11,11,0,1.0,0.0,1.0,0.0,3.3787834934861753,0.2727272479338866,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.1818181652892577,0.0,dga
11,6,6,0,0.9090909090909091,0.0,1.0,0.0,2.550340709546388,0.24999996875000394,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.07692307100591762,0.0,dga
25,20,20,0,1.0,0.0,1.0,0.0,4.243856189774725,0.2499999875000006,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.16666665277777895,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,3.1898980954642875,0.07142856632653098,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.09090908264462885,0.0,dga
7,5,5,0,1.0,0.0,1.0,0.0,2.128085278891394,0.16666663888889352,0.0,legit
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.44444439506173394,0.0,legit
13,9,9,0,1.0,0.0,1.0,0.0,2.931208948910323,0.08333332638888948,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.1820058147602133,0.39999996000000404,0.0,legit
9,8,8,0,1.0,0.0,1.0,0.0,2.94770277922009,0.285714244897965,0.0,legit
9,8,8,0,1.0,0.0,1.0,0.0,2.94770277922009,0.285714244897965,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.33333327777778704,0.0,legit
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.2727272479338866,0.0,dga
13,8,8,0,1.0,0.0,1.0,0.0,2.8150724101159437,0.44444439506173394,0.0,dga
15,13,13,0,1.0,0.0,1.0,0.0,3.640223928941852,0.2499999791666684,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.2727272479338866,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.2727272479338866,0.0,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.09090908264462885,0.0,dga
14,10,10,0,1.0,0.0,1.0,0.0,3.2359263506290326,0.07692307100591762,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.15384614201183525,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.323231428797621,0.0,0.0,dga
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.33333329629630043,0.0,dga
22,16,16,0,1.0,0.0,1.0,0.0,3.823067982273661,0.2222222098765439,0.0,dga
14,11,11,0,1.0,0.0,1.0,0.0,3.3248629576173565,0.16666665277777895,0.0,dga
15,10,10,0,1.0,0.0,1.0,0.0,3.139572261986723,0.0,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.07692307100591762,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.3636363305785154,0.0,dga
26,18,11,7,0.6538461538461539,0.34615384615384615,0.6111111111111112,0.3888888888888889,4.056020968057882,0.06249999609375024,0.0,dga
10,8,8,0,1.0,0.0,1.0,0.0,2.9219280948873623,0.6666665555555741,0.0,legit
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.599999880000024,0.0,legit
7,6,6,0,1.0,0.0,1.0,0.0,2.521640636343318,0.16666663888889352,0.0,legit
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.19999998000000202,0.0,dga
24,15,15,0,1.0,0.0,1.0,0.0,3.720175521464345,0.3333333148148158,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.15384614201183525,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.1818181652892577,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.238901256602631,0.1818181652892577,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.16666665277777895,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.33333329629630043,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.299999970000003,0.0,dga
10,9,9,0,1.0,0.0,1.0,0.0,3.1219280948873624,0.24999996875000394,0.0,legit
14,10,10,0,1.0,0.0,1.0,0.0,3.0930692077718898,0.0,0.0,dga
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.33333327777778704,0.0,legit
12,9,9,0,1.0,0.0,1.0,0.0,3.084962500721156,0.19999998000000202,0.0,dga
14,8,8,0,1.0,0.0,1.0,0.0,2.8073549220576037,0.07692307100591762,0.0,dga
14,9,9,0,1.0,0.0,1.0,0.0,3.0391486719030705,0.39999996000000404,0.0,dga
8,7,7,0,1.0,0.0,1.0,0.0,2.75,0.33333327777778704,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.2359263506290326,0.399999920000016,0.0,legit
7,5,5,0,1.0,0.0,1.0,0.0,2.2359263506290326,0.399999920000016,0.0,legit
12,11,11,0,1.0,0.0,1.0,0.0,3.4182958340544896,0.19999998000000202,0.0,dga
13,8,8,0,1.0,0.0,1.0,0.0,2.873140679513133,0.08333332638888948,0.0,dga
13,11,11,0,1.0,0.0,1.0,0.0,3.3927474104487847,0.08333332638888948,0.0,dga
12,10,10,0,1.0,0.0,1.0,0.0,3.2516291673878226,0.33333329629630043,0.0,dga
13,10,10,0,1.0,0.0,1.0,0.0,3.180832987205441,0.1818181652892577,0.0,dga
15,11,11,0,1.0,0.0,1.0,0.0,3.3735572622751855,0.499999950000005,0.0,dga
